   1,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_001\Image_001.png', cX=  37, cY= 225, Frame=   150
  64,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_012.png', cX= 925, cY= 821, Frame=  1026
  65,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_001.png', cX= 386, cY= 724, Frame=  1026
  62,   93, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_062\Image_093.png', cX=4031, cY=1848, Frame=  1027
  63,   27, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_027.png', cX=1523, cY=1268, Frame=  1027
  64,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_013.png', cX= 986, cY= 820, Frame=  1027
  65,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_002.png', cX= 449, cY= 721, Frame=  1027
  62,   94, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_062\Image_094.png', cX=4071, cY=1847, Frame=  1028
  63,   28, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_028.png', cX=1571, cY=1269, Frame=  1028
  64,   14, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_014.png', cX=1048, cY= 819, Frame=  1028
  65,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_003.png', cX= 514, cY= 721, Frame=  1028
  63,   29, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_029.png', cX=1619, cY=1267, Frame=  1029
  64,   15, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_015.png', cX=1110, cY= 818, Frame=  1029
  65,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_004.png', cX= 578, cY= 719, Frame=  1029
  63,   30, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_030.png', cX=1666, cY=1267, Frame=  1030
  64,   16, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_016.png', cX=1170, cY= 816, Frame=  1030
  65,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_005.png', cX= 641, cY= 716, Frame=  1030
  63,   31, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_031.png', cX=1712, cY=1265, Frame=  1031
  64,   17, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_017.png', cX=1230, cY= 815, Frame=  1031
  65,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_006.png', cX= 705, cY= 715, Frame=  1031
  63,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_032.png', cX=1758, cY=1265, Frame=  1032
  64,   18, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_018.png', cX=1291, cY= 814, Frame=  1032
  65,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_007.png', cX= 766, cY= 712, Frame=  1032
  63,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_033.png', cX=1804, cY=1265, Frame=  1033
  64,   19, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_019.png', cX=1350, cY= 814, Frame=  1033
  65,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_008.png', cX= 827, cY= 711, Frame=  1033
  63,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_034.png', cX=1849, cY=1265, Frame=  1034
  64,   20, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_020.png', cX=1409, cY= 813, Frame=  1034
  65,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_009.png', cX= 888, cY= 709, Frame=  1034
  63,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_035.png', cX=1892, cY=1265, Frame=  1035
  64,   21, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_021.png', cX=1468, cY= 812, Frame=  1035
  65,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_010.png', cX= 950, cY= 709, Frame=  1035
  63,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_036.png', cX=1938, cY=1264, Frame=  1036
  64,   22, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_022.png', cX=1528, cY= 811, Frame=  1036
  65,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_011.png', cX=1010, cY= 707, Frame=  1036
  63,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_037.png', cX=1985, cY=1263, Frame=  1037
  64,   23, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_023.png', cX=1587, cY= 810, Frame=  1037
  65,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_012.png', cX=1071, cY= 706, Frame=  1037
  63,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_038.png', cX=2032, cY=1263, Frame=  1038
  64,   24, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_024.png', cX=1646, cY= 809, Frame=  1038
  65,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_013.png', cX=1132, cY= 704, Frame=  1038
  63,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_039.png', cX=2076, cY=1263, Frame=  1039
  64,   25, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_025.png', cX=1705, cY= 808, Frame=  1039
  65,   14, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_014.png', cX=1193, cY= 702, Frame=  1039
  66,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_001.png', cX= 236, cY=1737, Frame=  1039
  63,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_040.png', cX=2118, cY=1263, Frame=  1040
  64,   26, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_026.png', cX=1762, cY= 807, Frame=  1040
  65,   15, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_015.png', cX=1254, cY= 702, Frame=  1040
  66,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_002.png', cX= 318, cY=1731, Frame=  1040
  63,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_041.png', cX=2161, cY=1262, Frame=  1041
  64,   27, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_027.png', cX=1819, cY= 807, Frame=  1041
  65,   16, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_016.png', cX=1313, cY= 700, Frame=  1041
  66,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_003.png', cX= 402, cY=1725, Frame=  1041
  63,   42, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_042.png', cX=2203, cY=1261, Frame=  1042
  64,   28, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_028.png', cX=1877, cY= 806, Frame=  1042
  65,   17, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_017.png', cX=1372, cY= 698, Frame=  1042
  66,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_004.png', cX= 487, cY=1720, Frame=  1042
  67,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_001.png', cX= 248, cY=1036, Frame=  1042
  63,   43, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_043.png', cX=2245, cY=1261, Frame=  1043
  64,   29, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_029.png', cX=1935, cY= 806, Frame=  1043
  65,   18, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_018.png', cX=1431, cY= 699, Frame=  1043
  66,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_005.png', cX= 571, cY=1718, Frame=  1043
  67,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_002.png', cX= 313, cY=1035, Frame=  1043
  63,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_044.png', cX=2287, cY=1259, Frame=  1044
  64,   30, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_030.png', cX=1992, cY= 804, Frame=  1044
  65,   19, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_019.png', cX=1489, cY= 698, Frame=  1044
  66,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_006.png', cX= 655, cY=1718, Frame=  1044
  67,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_003.png', cX= 376, cY=1033, Frame=  1044
  63,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_045.png', cX=2330, cY=1259, Frame=  1045
  64,   31, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_031.png', cX=2050, cY= 804, Frame=  1045
  65,   20, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_020.png', cX=1549, cY= 697, Frame=  1045
  66,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_007.png', cX= 738, cY=1719, Frame=  1045
  67,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_004.png', cX= 438, cY=1028, Frame=  1045
  63,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_046.png', cX=2374, cY=1256, Frame=  1046
  64,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_032.png', cX=2109, cY= 803, Frame=  1046
  65,   21, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_021.png', cX=1607, cY= 697, Frame=  1046
  66,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_008.png', cX= 819, cY=1721, Frame=  1046
  67,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_005.png', cX= 504, cY=1030, Frame=  1046
  63,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_047.png', cX=2417, cY=1257, Frame=  1047
  64,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_033.png', cX=2166, cY= 802, Frame=  1047
  65,   22, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_022.png', cX=1667, cY= 695, Frame=  1047
  66,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_009.png', cX= 898, cY=1725, Frame=  1047
  67,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_006.png', cX= 566, cY=1029, Frame=  1047
  63,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_048.png', cX=2461, cY=1257, Frame=  1048
  64,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_034.png', cX=2225, cY= 802, Frame=  1048
  65,   23, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_023.png', cX=1724, cY= 696, Frame=  1048
  66,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_010.png', cX= 977, cY=1728, Frame=  1048
  67,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_007.png', cX= 629, cY=1029, Frame=  1048
  63,   49, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_049.png', cX=2505, cY=1257, Frame=  1049
  64,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_035.png', cX=2283, cY= 802, Frame=  1049
  65,   24, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_024.png', cX=1783, cY= 695, Frame=  1049
  66,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_011.png', cX=1053, cY=1731, Frame=  1049
  67,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_008.png', cX= 691, cY=1026, Frame=  1049
  63,   50, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_050.png', cX=2547, cY=1256, Frame=  1050
  64,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_036.png', cX=2341, cY= 801, Frame=  1050
  65,   25, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_025.png', cX=1841, cY= 694, Frame=  1050
  66,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_012.png', cX=1128, cY=1733, Frame=  1050
  67,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_009.png', cX= 754, cY=1027, Frame=  1050
  63,   51, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_051.png', cX=2591, cY=1257, Frame=  1051
  64,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_037.png', cX=2399, cY= 800, Frame=  1051
  65,   26, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_026.png', cX=1900, cY= 693, Frame=  1051
  66,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_013.png', cX=1204, cY=1735, Frame=  1051
  67,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_010.png', cX= 817, cY=1026, Frame=  1051
  63,   52, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_052.png', cX=2634, cY=1256, Frame=  1052
  64,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_038.png', cX=2455, cY= 799, Frame=  1052
  65,   27, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_027.png', cX=1958, cY= 693, Frame=  1052
  66,   14, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_014.png', cX=1277, cY=1737, Frame=  1052
  67,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_011.png', cX= 877, cY=1024, Frame=  1052
  63,   53, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_053.png', cX=2677, cY=1256, Frame=  1053
  64,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_039.png', cX=2512, cY= 798, Frame=  1053
  65,   28, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_028.png', cX=2015, cY= 693, Frame=  1053
  66,   15, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_015.png', cX=1349, cY=1739, Frame=  1053
  67,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_012.png', cX= 939, cY=1024, Frame=  1053
  63,   54, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_054.png', cX=2721, cY=1256, Frame=  1054
  64,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_040.png', cX=2568, cY= 797, Frame=  1054
  65,   29, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_029.png', cX=2073, cY= 692, Frame=  1054
  66,   16, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_016.png', cX=1422, cY=1741, Frame=  1054
  67,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_013.png', cX= 998, cY=1023, Frame=  1054
  63,   55, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_055.png', cX=2766, cY=1255, Frame=  1055
  64,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_041.png', cX=2625, cY= 796, Frame=  1055
  65,   30, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_030.png', cX=2131, cY= 692, Frame=  1055
  66,   17, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_017.png', cX=1495, cY=1742, Frame=  1055
  67,   14, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_014.png', cX=1059, cY=1022, Frame=  1055
  68,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_068\Image_001.png', cX= 452, cY= 337, Frame=  1055
  63,   56, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_056.png', cX=2809, cY=1254, Frame=  1056
  64,   42, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_042.png', cX=2681, cY= 795, Frame=  1056
  65,   31, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_031.png', cX=2189, cY= 689, Frame=  1056
  66,   18, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_018.png', cX=1567, cY=1742, Frame=  1056
  67,   15, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_015.png', cX=1121, cY=1020, Frame=  1056
  68,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_068\Image_002.png', cX= 517, cY= 334, Frame=  1056
  63,   57, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_057.png', cX=2851, cY=1253, Frame=  1057
  64,   43, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_043.png', cX=2736, cY= 794, Frame=  1057
  65,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_032.png', cX=2248, cY= 689, Frame=  1057
  66,   19, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_019.png', cX=1640, cY=1742, Frame=  1057
  67,   16, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_016.png', cX=1180, cY=1020, Frame=  1057
  68,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_068\Image_003.png', cX= 581, cY= 331, Frame=  1057
  63,   58, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_058.png', cX=2895, cY=1253, Frame=  1058
  64,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_044.png', cX=2793, cY= 793, Frame=  1058
  65,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_033.png', cX=2305, cY= 689, Frame=  1058
  66,   20, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_020.png', cX=1712, cY=1743, Frame=  1058
  67,   17, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_017.png', cX=1240, cY=1020, Frame=  1058
  68,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_068\Image_004.png', cX= 645, cY= 328, Frame=  1058
  63,   59, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_059.png', cX=2939, cY=1253, Frame=  1059
  64,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_045.png', cX=2849, cY= 792, Frame=  1059
  65,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_034.png', cX=2364, cY= 688, Frame=  1059
  66,   21, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_021.png', cX=1785, cY=1743, Frame=  1059
  67,   18, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_018.png', cX=1299, cY=1018, Frame=  1059
  68,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_068\Image_005.png', cX= 709, cY= 326, Frame=  1059
  63,   60, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_060.png', cX=2981, cY=1254, Frame=  1060
  64,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_046.png', cX=2905, cY= 792, Frame=  1060
  65,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_035.png', cX=2420, cY= 687, Frame=  1060
  66,   22, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_022.png', cX=1857, cY=1744, Frame=  1060
  67,   19, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_019.png', cX=1358, cY=1017, Frame=  1060
  68,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_068\Image_006.png', cX= 771, cY= 324, Frame=  1060
  63,   61, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_061.png', cX=3023, cY=1254, Frame=  1061
  64,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_047.png', cX=2962, cY= 791, Frame=  1061
  65,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_036.png', cX=2477, cY= 684, Frame=  1061
  66,   23, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_023.png', cX=1929, cY=1744, Frame=  1061
  67,   20, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_020.png', cX=1417, cY=1017, Frame=  1061
  68,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_068\Image_007.png', cX= 832, cY= 321, Frame=  1061
  69,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_069\Image_001.png', cX= 233, cY=1112, Frame=  1061
  63,   62, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_062.png', cX=3066, cY=1254, Frame=  1062
  64,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_048.png', cX=3017, cY= 790, Frame=  1062
  65,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_037.png', cX=2534, cY= 685, Frame=  1062
  66,   24, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_024.png', cX=2001, cY=1744, Frame=  1062
  67,   21, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_021.png', cX=1476, cY=1018, Frame=  1062
  68,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_068\Image_008.png', cX= 893, cY= 319, Frame=  1062
  69,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_069\Image_002.png', cX= 280, cY=1111, Frame=  1062
  63,   63, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_063.png', cX=3107, cY=1254, Frame=  1063
  64,   49, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_049.png', cX=3074, cY= 788, Frame=  1063
  65,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_038.png', cX=2590, cY= 685, Frame=  1063
  66,   25, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_025.png', cX=2072, cY=1744, Frame=  1063
  67,   22, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_022.png', cX=1534, cY=1016, Frame=  1063
  68,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_068\Image_009.png', cX= 954, cY= 317, Frame=  1063
  69,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_069\Image_003.png', cX= 326, cY=1108, Frame=  1063
  63,   64, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_064.png', cX=3147, cY=1254, Frame=  1064
  64,   50, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_050.png', cX=3129, cY= 788, Frame=  1064
  65,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_039.png', cX=2648, cY= 682, Frame=  1064
  66,   26, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_026.png', cX=2144, cY=1744, Frame=  1064
  67,   23, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_067\Image_023.png', cX=1591, cY=1015, Frame=  1064
  68,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_068\Image_010.png', cX=1014, cY= 315, Frame=  1064
  69,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_069\Image_004.png', cX= 373, cY=1109, Frame=  1064
  63,   65, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_063\Image_065.png', cX=3190, cY=1254, Frame=  1065
  64,   51, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_064\Image_051.png', cX=3184, cY= 788, Frame=  1065
  65,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_065\Image_040.png', cX=2705, cY= 681, Frame=  1065
  66,   27, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_066\Image_027.png', cX=2216, cY=1743, Frame=  1065
